occurrence_id	work	language	match	short_context	ai_decision	confidence	reason_code	review_note
hamsun-victoria-6e2952ea15b26d6d	hamsun-victoria	no	jeg elsker dig	O, du min brudgom, min elskede! stammer den gamle kvinde og kysser hans hænder. Du er skjønnere end nogen mand på jorden, din røst gjør mig endnu den dag idag het i hjærtet og jeg elsker dig til døden.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Norwegian/Danish-form «jeg elsker dig» explicitly has first-person singular «jeg» as experiencer and second-person «dig» as the direct target of love.
hamsun-victoria-9c9ba178c9955a44	hamsun-victoria	no	jeg har elsket Dem	Du gode Gud, De skulde vite hvor jeg har elsket Dem, Johannes. Jeg har ikke fåt vise Dem det, det har lagt sig så meget iveien for mig, og først og fremst min egen natur. Papa var også således ond mot sig selv og jeg er hans datter. Men nu når jeg skal dø og altsammen er forsent da skriver jeg til Dem endnu en gang og sier Dem det. Jeg spør mig selv hvorfor jeg gjør det da det dog er likegyldig for Dem, især når jeg ikke engang skal være ilive mere; men jeg vilde gjærne være nær hos Dem til det siste så jeg ikke følte mig mere forlatt end før ialfald. Når De læser dette da er det likesom jeg ser Deres aksler og hænder og ser alle Deres bevægelser med brevet når De holder det foran Dem og læser det. Så er vi ikke så langt fra hverandre, tænker jeg. Jeg kan ikke sende bud efter Dem, dertil har jeg ingen ret. Mama vilde sende bud efter Dem allerede for to dager siden, men jeg vilde heller skrive. Jeg vilde også helst at De skulde huske mig således som jeg engang var da jeg endnu ikke hadde været syk. Jeg husker at De .... (Her er nogen or	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Norwegian «jeg har elsket Dem» explicitly means “I have loved you,” with first-person singular experiencer «jeg» and polite second-person target «Dem».
ibsen-et-dukkehjem-003dfd3f3df5ffc6	ibsen-et-dukkehjem	no	jeg har elsket Dem fullt så inderlig	RANK (reiser seg). At jeg har elsket Dem fullt så inderlig som noen annen? Var det stygt?	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Norwegian «jeg har elsket Dem» explicitly realizes first-person singular experiencer «jeg» loving the polite second-person target «Dem».
lafayette-la-princesse-de-cleves-0965af8efc2630ce	lafayette-la-princesse-de-cleves	fr	je ne vous aimais plus	pouvait rallumer les sentiments que vous aviez eus pour moi, c'était de vous faire voir que les miens étaient changés; mais de vous le faire voir en feignant de vous le cacher, et comme si je n'eusse pas eu la force de vous l'avouer. Je m'arrêtai à cette résolution; mais qu'elle me fut difficile à prendre, et qu'en vous revoyant elle me parut impossible à exécuter! Je fus prête cent fois à éclater par mes reproches et par mes pleurs; l'état où j'étais encore par ma santé me servit à vous déguiser mon trouble et mon affliction. Je fus soutenue ensuite par le plaisir de dissimuler avec vous, comme vous dissimuliez avec moi; néanmoins, je me faisais une si grande violence pour vous dire et pour vous écrire que je vous aimais, que vous vîtes plus tôt que je n'avais eu dessein de vous laisser voir, que mes sentiments étaient changés. Vous en fûtes blessé; vous vous en plaignîtes. Je tâchais de vous rassurer; mais c'était d'une manière si forcée, que vous en étiez encore mieux persuadé que je ne vous aimais plus. Enfin, je fis tout ce que j'avais eu intention de faire. La bizarrerie de votre coeur vous fit revenir vers moi, à mesure que vous voyiez que je m'éloignais de vous. J'ai joui de tout le plaisir que peut donner la vengeance; il m'a paru que vous m'aimiez mieux que vous n'aviez jamais fait, et je vous ai fait voir que je ne vous aimais plus. J'ai eu lieu de croire que vous aviez entièrement abandonné celle pour qui vous m'aviez quittée. J'ai eu aussi des raisons pour être persuadée que vous ne lui aviez jamais parlé de moi; mais votre retour et votre discrétion n'ont pu réparer votre légèreté. Votre coeur a été partagé entre moi et une autre, vous m'avez trompée; cela suffit pour m'ôter le plaisir d'être aimée de vous, comme je croyais mériter de l'être, et pour me laisser dans cette résolution que j'ai prise de ne vous voir jamais, et dont vous êtes si surpris.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French « je ne vous aimais plus » explicitly realizes first-person singular love with second-person « vous » as the direct target, in a negative cessative form.
lafayette-la-princesse-de-cleves-4edd91c3c0ffd342	lafayette-la-princesse-de-cleves	fr	je vous aimais	sez en rompant avec vous, et que je ne vous donnerais qu'une légère douleur si je cessais de vous aimer lorsque vous ne m'aimiez plus. Je trouvai qu'il fallait que vous m'aimassiez pour sentir le mal de n'être point aimé, que j'éprouvais si cruellement. Je crus que si quelque chose pouvait rallumer les sentiments que vous aviez eus pour moi, c'était de vous faire voir que les miens étaient changés; mais de vous le faire voir en feignant de vous le cacher, et comme si je n'eusse pas eu la force de vous l'avouer. Je m'arrêtai à cette résolution; mais qu'elle me fut difficile à prendre, et qu'en vous revoyant elle me parut impossible à exécuter! Je fus prête cent fois à éclater par mes reproches et par mes pleurs; l'état où j'étais encore par ma santé me servit à vous déguiser mon trouble et mon affliction. Je fus soutenue ensuite par le plaisir de dissimuler avec vous, comme vous dissimuliez avec moi; néanmoins, je me faisais une si grande violence pour vous dire et pour vous écrire que je vous aimais, que vous vîtes plus tôt que je n'avais eu dessein de vous laisser voir, que mes sentiments étaient changés. Vous en fûtes blessé; vous vous en plaignîtes. Je tâchais de vous rassurer; mais c'était d'une manière si forcée, que vous en étiez encore mieux persuadé que je ne vous aimais plus. Enfin, je fis tout ce que j'avais eu intention de faire. La bizarrerie de votre coeur vous fit revenir vers moi, à mesure que vous voyiez que je m'éloignais de vous. J'ai joui de tout le plaisir que peut donner la vengeance; il m'a paru que vous m'aimiez mieux que vous n'aviez jamais fait, et je vous ai fait voir que je ne vous aimais plus. J'ai eu lieu de croire que vous aviez entièrement abandonné celle pour qui vous m'aviez quittée. J'ai eu aussi des raisons pour être persuadée que vous ne lui aviez jamais parlé de moi; mais votre retour et votre discrétion n'ont pu réparer votre légèreté. Votre coeur a été partagé entre moi et une autre, vous m'avez trompée; cela suffit pour m'ôter le plaisir d'	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French « je vous aimais » explicitly realizes aimer with first-person singular experiencer « je » and second-person target « vous »; its embedded and possibly dissimulated use remains in scope.
lafayette-la-princesse-de-cleves-63e18c98a4bf1337	lafayette-la-princesse-de-cleves	fr	je vous aimais	mort agréable, et qu'après m'avoir ôté l'estime et la tendresse que j'avais pour vous, la vie me ferait horreur. Que ferais-je de la vie, reprit-il, pour la passer avec une personne que j'ai tant aimée, et dont j'ai été si cruellement trompé, ou pour vivre séparé de cette même personne, et en venir à un éclat et à des violences si opposées à mon humeur et à la passion que j'avais pour vous? Elle a été au-delà de ce que vous en avez vu, Madame; je vous en ai caché la plus grande partie, par la crainte de vous importuner, ou de perdre quelque chose de votre estime, par des manières qui ne convenaient pas à un mari. Enfin je méritais votre coeur; encore une fois, je meurs sans regret, puisque je n'ai pu l'avoir, et que je ne puis plus le désirer. Adieu, Madame, vous regretterez quelque jour un homme qui vous aimait d'une passion véritable et légitime. Vous sentirez le chagrin que trouvent les personnes raisonnables dans ces engagements, et vous connaîtrez la différence d'être aimée comme je vous aimais, à l'être par des gens qui, en vous témoignant de l'amour, ne cherchent que l'honneur de vous séduire. Mais ma mort vous laissera en liberté, ajouta-t-il, et vous pourrez rendre monsieur de Nemours heureux, sans qu'il vous en coûte des crimes. Qu'importe, reprit-il, ce qui arrivera quand je ne serai plus, et faut-il que j'aie la faiblesse d'y jeter les yeux!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	« je vous aimais » explicitly realizes aimer with first-person singular experiencer « je » and second-person target « vous »; the comparison construction does not alter those roles.
lafayette-la-princesse-de-cleves-676df60b4dfe3de4	lafayette-la-princesse-de-cleves	fr	je vous aimais	--N'en doutez pas, Madame, répliqua monsieur de Clèves, vous vous êtes trompée; vous avez attendu de moi des choses aussi impossibles que celles que j'attendais de vous. Comment pouviez-vous espérer que je conservasse de la raison? Vous aviez donc oublié que je vous aimais éperdument et que j'étais votre mari? L'un des deux peut porter aux extrémités: que ne peuvent point les deux ensemble? Eh! que ne font-ils point aussi! continua-t-il, je n'ai que des sentiments violents et incertains dont je ne suis pas le maître. Je ne me trouve plus digne de vous; vous ne me paraissez plus digne de moi. Je vous adore, je vous hais; je vous offense, je vous demande pardon; je vous admire, j'ai honte de vous admirer. Enfin il n'y a plus en moi ni de calme ni de raison. Je ne sais comment j'ai pu vivre depuis que vous me parlâtes à Coulommiers, et depuis le jour que vous apprîtes de madame la dauphine que l'on savait votre aventure. Je ne saurais démêler par où elle a été sue, ni ce qui se passa entre monsieur de Nemours et vous sur ce sujet: vous ne me l'expliquerez jamais, et je ne vous demande point de me l'expliquer. Je vous demande seulement de vous souvenir que vous m'avez rendu le plus malheureux homme du monde.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	« Je vous aimais éperdument » explicitly realizes aimer with first-person singular experiencer « je » and second-person target « vous ».
lafayette-la-princesse-de-cleves-b3b031f06d32fc7b	lafayette-la-princesse-de-cleves	fr	Je vous aimais	--Vous versez bien des pleurs, Madame, lui dit-il, pour une mort que vous causez, et qui ne vous peut donner la douleur que vous faites paraître. Je ne suis plus en état de vous faire des reproches, continua-t-il avec une voix affaiblie par la maladie et par la douleur; mais je meurs du cruel déplaisir que vous m'avez donné. Fallait-il qu'une action aussi extraordinaire que celle que vous aviez faite de me parler à Coulommiers eût si peu de suite? Pourquoi m'éclairer sur la passion que vous aviez pour monsieur de Nemours, si votre vertu n'avait pas plus d'étendue pour y résister? Je vous aimais jusqu'à être bien aise d'être trompé, je l'avoue à ma honte; j'ai regretté ce faux repos dont vous m'avez tiré. Que ne me laissiez-vous dans cet aveuglement tranquille dont jouissent tant de maris? J'eusse, peut-être, ignoré toute ma vie que vous aimiez monsieur de Nemours. Je mourrai, ajouta-t-il; mais sachez que vous me rendez la mort agréable, et qu'après m'avoir ôté l'estime et la tendresse que j'avais pour vous, la vie me ferait horreur. Que ferais-je de la vie, reprit-il, pour la passer avec une personne que j'ai tant aimée, et dont j'ai été si cruellement trompé, ou pour vivre séparé de cette même personne, et en venir à un éclat et à des violences si opposées à mon humeur et à la passion que j'avais pour vous? Elle a été au-delà de ce que vous en avez vu, Madame; je vous en ai caché la plus grande partie, par la crainte de vous importuner, ou de perdre quelque chose de votre estime, par des manières qui ne convenaient pas à un mari. Enfin je méritais votre coeur; encore une fo	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	« Je vous aimais » explicitly realizes aimer with first-person singular experiencer « je » and second-person target « vous ».
lafayette-la-princesse-de-cleves-cf641c31155fddef	lafayette-la-princesse-de-cleves	fr	je vous aimais	re, j'appris que vous me trompiez, que vous en aimiez une autre, et que, selon toutes les apparences, vous me sacrifiez à cette nouvelle maîtresse. Je le sus le jour de la course de bague; c'est ce qui fit que je n'y allais point. Je feignis d'être malade pour cacher le désordre de mon esprit; mais je le devins en effet, et mon corps ne put supporter une si violente agitation. Quand je commençai à me porter mieux, je feignis encore d'être fort mal, afin d'avoir un prétexte de ne vous point voir et de ne vous point écrire. Je voulus avoir du temps pour résoudre de quelle sorte j'en devais user avec vous; je pris et je quittai vingt fois les mêmes résolutions; mais enfin je vous trouvai indigne de voir ma douleur, et je résolus de ne vous la point faire paraître. Je voulus blesser votre orgueil, en vous faisant voir que ma passion s'affaiblissait d'elle-même. Je crus diminuer par là le prix du sacrifice que vous en faisiez; je ne voulus pas que vous eussiez le plaisir de montrer combien je vous aimais pour en paraître plus aimable. Je résolus de vous écrire des lettres tièdes et languissantes, pour jeter dans l'esprit de celle à qui vous les donniez, que l'on cessait de vous aimer. Je ne voulus pas qu'elle eut le plaisir d'apprendre que je savais qu'elle triomphait de moi, ni augmenter son triomphe par mon désespoir et par mes reproches. Je pensais que je ne vous punirais pas assez en rompant avec vous, et que je ne vous donnerais qu'une légère douleur si je cessais de vous aimer lorsque vous ne m'aimiez plus. Je trouvai qu'il fallait que vous m'aimassiez pour sentir le mal de n'être point aimé, que j'éprouvais si cruellement. Je crus que si quelque chose pouvait rallumer les sentiments que vous aviez eus pour moi, c'était de vous faire voir que les miens étaient changés; mais de vous le faire voir en feignant de vous le cacher, et comme si je n'eusse pas eu la force de vous l'avouer. Je m'arrêtai à cette résolution; mais qu'elle me fut difficile à prendre, et qu'en vous revoyant e	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	In « combien je vous aimais », first-person « je » is the experiencer of aimer and « vous » is its directly loved second-person target.
lafayette-la-princesse-de-cleves-d85bf4a3587cc1b3	lafayette-la-princesse-de-cleves	fr	je ne vous aimais plus	ut impossible à exécuter! Je fus prête cent fois à éclater par mes reproches et par mes pleurs; l'état où j'étais encore par ma santé me servit à vous déguiser mon trouble et mon affliction. Je fus soutenue ensuite par le plaisir de dissimuler avec vous, comme vous dissimuliez avec moi; néanmoins, je me faisais une si grande violence pour vous dire et pour vous écrire que je vous aimais, que vous vîtes plus tôt que je n'avais eu dessein de vous laisser voir, que mes sentiments étaient changés. Vous en fûtes blessé; vous vous en plaignîtes. Je tâchais de vous rassurer; mais c'était d'une manière si forcée, que vous en étiez encore mieux persuadé que je ne vous aimais plus. Enfin, je fis tout ce que j'avais eu intention de faire. La bizarrerie de votre coeur vous fit revenir vers moi, à mesure que vous voyiez que je m'éloignais de vous. J'ai joui de tout le plaisir que peut donner la vengeance; il m'a paru que vous m'aimiez mieux que vous n'aviez jamais fait, et je vous ai fait voir que je ne vous aimais plus. J'ai eu lieu de croire que vous aviez entièrement abandonné celle pour qui vous m'aviez quittée. J'ai eu aussi des raisons pour être persuadée que vous ne lui aviez jamais parlé de moi; mais votre retour et votre discrétion n'ont pu réparer votre légèreté. Votre coeur a été partagé entre moi et une autre, vous m'avez trompée; cela suffit pour m'ôter le plaisir d'être aimée de vous, comme je croyais mériter de l'être, et pour me laisser dans cette résolution que j'ai prise de ne vous voir jamais, et dont vous êtes si surpris.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	« Je ne vous aimais plus » explicitly realizes aimer with first-person singular experiencer « je » and second-person target « vous », in a negative cessative form.
lagerlof-gosta-berlings-saga-9e68f79ef768e813	lagerlof-gosta-berlings-saga	sv	jag älskade dig	- Det är mången, Gösta, som skulle ha velat bli din hustru för kärleks skull, men det är inte så med mig. Om jag älskade dig, skulle jag inte våga tala så, som jag nu talar. För min egen del skulle jag inte vilja be om sådant, Gösta, men, ser du, för barnets skull kan jag göra det. Du förstår säkert redan vad jag ämnar be dig om. Det är nog en stor förnedring för dig, eftersom jag är en ogift kvinna, som har ett barn. Jag tänkte inte på att du skulle vilja göra det, därför att du är sämre än andra, fast jo! jag tänkte också på det. Men mest tänkte jag på att du kunde vilja göra det, därför att du är god, Gösta, därför att du är en hjälte och kan uppoffra dig. Men det är kanske för mycket begärt. Sådant är måhända omöjligt för en man. Om du föraktar mig för mycket, om det är dig för motbjudande att nämnas som far för en annans barn, så säg det bara! Jag ska inte bli ond. Jag förstår nog, att detta är för mycket begärt, men barnet är så sjukt, Gösta. Det är så grymt, att man vid hans dop inte ska kunna nämna namnet på hans mors man.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Swedish “Om jag älskade dig” (“If I loved you”) explicitly realizes jag as the experiencer and dig as the target of älska; conditionality does not affect membership.
lagerlof-gosta-berlings-saga-baef76cd44bc6283	lagerlof-gosta-berlings-saga	sv	jag har aldrig kunnat älska någon annan än dig	»Gösta, jag har aldrig kunnat älska någon annan än dig. Förlåt mig! Överge mig inte! Du är den ende, som kan frälsa mig från mig själv.»	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Swedish “jag har aldrig kunnat älska någon annan än dig” explicitly presents first-person singular jag as experiencer and second-person dig as the exclusive target of älska (‘love’).
lagerlof-gosta-berlings-saga-d15ddf5744cb0103	lagerlof-gosta-berlings-saga	sv	jag älskade dig	- O, det var inte detta! Men hur kunde du säga till folket, att jag var god och ren? Gösta, Gösta, vet du inte, att jag älskade dig, när jag ännu inte hade lov därtill? Jag blygdes för folket, Gösta. Jag ville dö av blygsel.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Swedish “jag älskade dig” explicitly means “I loved you,” with first-person singular experiencer and second-person target.
lagerlof-gosta-berlings-saga-ea36a229384cb926	lagerlof-gosta-berlings-saga	sv	jag älskar dig	"""O, mitt folk"", tänkte han, ""o, mitt folk, vad jag älskar dig!"" Han kände hur han älskade hela denna skaran, som drog bort i nattmörkret med den döda flickan i spetsen av tåget, alla dessa i grova kläder och illaluktande skodon, alla dessa, som bodde i de gråa stugorna vid skogskanten, alla dessa, som inte kunde föra en penna och ofta nog inte heller läsa, alla dessa, som inte kände livets fullhet och rikedom, endast strävan för det dagliga brödet."	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Swedish “jag älskar dig” explicitly realizes first-person singular experiencer jag with second-person target dig; the addressee is the collectively personified “mitt folk.”
lagerlof-gosta-berlings-saga-eaa5b6e6c7027b76	lagerlof-gosta-berlings-saga	sv	Jag älskar dig	»Jag ser hur det är, jag ser hur det är», säger majorskan. »Ett snällt barn och ingenting mer, gråter med de bedrövade och skrattar med de glada. Och tvungen att säga 'ja' till den förste, som säger: 'Jag älskar dig'. Ja visst, ja. Gå nu in och dansa, min kära unga grevinna! Dansa ni och var glad! Det finns ingenting ont i er.»	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	Swedish quoted formula “Jag älskar dig” explicitly realizes first-person singular experiencer jag with second-person target dig under the love verb älskar.
lawrence-women-in-love-00ed39a80fe9339f	lawrence-women-in-love	en	Why don’t I love you	“Why don’t I love you?” he asked, as if admitting the truth of her accusation, yet hating her for it.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The direct interrogative explicitly realizes first-person singular “I” as experiencer of love and second-person “you” as its target; negative polarity remains in scope.
lawrence-women-in-love-96fc35925c56519b	lawrence-women-in-love	en	I love you	All this she could not know. She wanted to be made much of, to be adored. There were infinite distances of silence between them. How could he tell her of the immanence of her beauty, that was not form, or weight, or colour, but something like a strange, golden light! How could he know himself what her beauty lay in, for him. He said “Your nose is beautiful, your chin is adorable.” But it sounded like lies, and she was disappointed, hurt. Even when he said, whispering with truth, “I love you, I love you,” it was not the real truth. It was something beyond love, such a gladness of having surpassed oneself, of having transcended the old existence. How could he say ‘I’ when he was something new and unknown, not himself at all? This I, this old formula of the age, was a dead letter.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The quoted utterance explicitly realizes first-person singular “I” as experiencer, “love” in the relevant sense, and second-person “you” as target; the narration’s qualification of its truth does not affect membership.
lawrence-women-in-love-ad55b92cc889a120	lawrence-women-in-love	en	I’ve loved you	“I’ve loved you, as well as Gudrun, don’t forget,” said Birkin bitterly. Gerald looked at him strangely, abstractedly.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The explicit perfect construction “I’ve loved you” realizes first-person singular experiencer “I” with second-person target “you”; the coordinated comparison to Gudrun does not alter that relation.
lawrence-women-in-love-bdddeb99cc17cb63	lawrence-women-in-love	en	I love you	In the new, superfine bliss, a peace superseding knowledge, there was no I and you, there was only the third, unrealised wonder, the wonder of existing not as oneself, but in a consummation of my being and of her being in a new one, a new, paradisal unit regained from the duality. Nor can I say “I love you,” when I have ceased to be, and you have ceased to be: we are both caught up and transcended into a new oneness where everything is silent, because there is nothing to answer, all is perfect and at one. Speech travels between the separate parts. But in the perfect One there is perfect silence of bliss.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The quoted clause “I love you” explicitly realizes first-person singular as experiencer and second person as the target; its embedding under “Nor can I say” does not affect membership.
rostand-cyrano-de-bergerac-019f33d6fc3682ce	rostand-cyrano-de-bergerac	fr	Je t'aimais	ROXANE: Et plus tard, mon ami, moins frivole, --Oiseau qui saute avant tout à fait qu'il s'envole,-- Ta beauté m'arrêtant, ton âme m'entraînant, Je t'aimais pour les deux ensemble !. . .	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French « Je t’aimais » explicitly realizes aimer with first-person singular experiencer « je » and second-person direct-object target « t’ ».
rostand-cyrano-de-bergerac-21458fa202306065	rostand-cyrano-de-bergerac	fr	Je ne vous aimais pas	CYRANO: Je ne vous aimais pas.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French « Je ne vous aimais pas » explicitly realizes first-person singular aimer with second-person vous as the loved target, under negation.
rostand-cyrano-de-bergerac-8827144e9c2ae23a	rostand-cyrano-de-bergerac	fr	Je t'aime	CYRANO: Non ! car c'est dans le conte Que lorsqu'on dit: Je t'aime ! au prince plein de honte, Il sent sa laideur fondre à ces mots de soleil. . . Mais tu t'apercevrais que je reste pareil.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The quoted formula « Je t'aime » explicitly realizes aimer with first-person singular experiencer « je » and second-person target « t' »; quotation status does not affect membership.
rostand-cyrano-de-bergerac-91f387f6909ed7e5	rostand-cyrano-de-bergerac	fr	Je t'aime	ROXANE: Oh ! mais il ne va pas m'importuner toujours ! (Décachetant la lettre): Je t'aime, et si. . . (A la lueur de la lanterne de Ragueneau, elle lit, à l'écart, à voix basse): Mademoiselle, Les tambours Battent; mon régiment boucle sa soubreveste; Il part; moi, l'on me croit déjà parti: je reste. Je vous désobéis. Je suis dans ce couvent. Je vais venir, et vous le mande auparavant Par un religieux simple comme une chèvre Qui ne peut rien comprendre à ceci. Votre lèvre M'a trop souri tantôt: j'ai voulu la revoir. Éloignez un chacun, et daignez recevoir L'audacieux déjà pardonné, je l'espère, Qui signe votre très. . .et caetera. . . (Au capucin): Mon Père, Voici ce que me dit cette lettre. Écoutez: (Tous se rapprochent, elle lit à haute voix): Mademoiselle, Il faut souscrire aux volontés Du cardinal, si dur que cela vous puisse être. C'est la raison pourquoi j'ai fait choix, pour remettre Ces lignes en vos mains charmantes, d'un très saint, D'un très intelligent et discret capucin; Nous voulons qu'il vous donne, et dans votr	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French « Je t’aime » explicitly realizes aimer with first-person singular experiencer « je » and second-person direct-object target « t’ », even though Roxane is reading it from a letter.
rostand-cyrano-de-bergerac-920ae26958d61661	rostand-cyrano-de-bergerac	fr	je vous aimais	DE GUICHE: Je ne prétendrai pas que si je vous aimais Je vous eusse choisis vous et les vôtres, mais, Comme à votre bravoure on n'en compare aucune, C'est mon Roi que je sers en servant ma rancune.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French conditional clause « si je vous aimais » explicitly realizes aimer with first-person singular experiencer « je » and second-person target « vous ».
rostand-cyrano-de-bergerac-93e334d0b46b4412	rostand-cyrano-de-bergerac	fr	je vous aime	ROXANE: Oh ! je vous aime bien. Il faut que je m'en aille. (Elle remet vivement son masque, une dentelle sur son front, et, distraitement): Mais vous ne m'avez pas raconté la bataille De cette nuit. Vraiment ce dut être inouï !. . . --Dites-lui qu'il m'écrive. (Elle lui envoie un petit baiser de la main): Oh ! je vous aime !	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French « je vous aime » explicitly realizes aimer with first-person singular experiencer « je » and second-person target « vous ».
rostand-cyrano-de-bergerac-bf47f87364ef0a5a	rostand-cyrano-de-bergerac	fr	je ne vous aimais pas	CYRANO: Non, non, mon cher amour, je ne vous aimais pas !	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French « je ne vous aimais pas » explicitly realizes first-person singular aimer with second-person vous as the loved target; negation does not affect membership.
rostand-cyrano-de-bergerac-f4b609fa93ddd1f1	rostand-cyrano-de-bergerac	fr	Je t'aimerais	ROXANE: Je t'aimerais encore ! Si toute ta beauté tout d'un coup s'envolait. . .	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French « Je t’aimerais encore » explicitly realizes first-person singular aimer with second-person clitic t’ as the loved target.
rostand-cyrano-de-bergerac-ff037eb9b728bd04	rostand-cyrano-de-bergerac	fr	je vous aime	ROXANE: Oh ! je vous aime bien. Il faut que je m'en aille. (Elle remet vivement son masque, une dentelle sur son front, et, distraitement): Mais vous ne m'avez pas raconté la bataille De cette nuit. Vraiment ce dut être inouï !. . . --Dites-lui qu'il m'écrive. (Elle lui envoie un petit baiser de la main): Oh ! je vous aime !	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	French « je vous aime » explicitly realizes first-person singular aimer with second-person vous as the loved target.
sand-la-mare-au-diable-e9205e2c105b2b85	sand-la-mare-au-diable	fr	je t’aimerai	—Les parents ont raison de dire cela, j’en conviens, Marie, reprit Germain; mais enfin ils sacrifieraient tout le temps de la jeunesse, qui est le meilleur, à prévoir ce qu’on deviendra à l’âge où l’on n’est plus bon à rien, et où il est indifférent de finir d’une manière ou d’une autre. Mais moi, je ne suis pas dans le danger de mourir de faim sur mes vieux jours. Je suis à même d’amasser quelque chose, puisque, vivant avec les parents de ma femme, je travaille beaucoup et ne dépense rien. D’ailleurs, je t’aimerai tant, vois-tu, que ça m’empêchera de vieillir. On dit que quand un homme est heureux, il se conserve, et je sens bien que je suis plus jeune que Bastien pour t’aimer; car il ne t’aime pas, lui, il est trop bête, trop enfant pour comprendre comme tu es jolie et bonne, et faite pour être recherchée. Allons, Marie, ne me déteste pas, je ne suis pas un méchant homme: j’ai rendu ma Catherine heureuse, elle a dit devant Dieu à son lit de mort qu’elle n’avait jamais eu de moi que du contentement, et elle m’a recommandé de me remarier. Il semble que son esprit ait parlé ce soir à son enfant, au moment où il s’est endormi. Est-ce que tu n’as pas entendu ce qu’il disait? et comme sa petite bouche tremblait, pendant que ses yeux regardaient en l’air quelque chose que nous ne pouvions pas voir! Il voyait sa mère, sois-en sûre, et c’était elle qui lui faisait dire qu’il te voulait pour la remplacer.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	« Je t’aimerai tant » explicitly uses first-person singular as the experiencer and second-person object « t’ » as the loved target.
stael-corinne-3cff302d84f1b4da	stael-corinne	fr	je vous aime	«Il faut, disait-elle à lord Nelvil, qui lui reprochait cette intention, il faut pourtant que je sache s'il n'y a plus que vous au monde qui puissiez remplir ma vie, si ce qui me plaisait autrefois ne peut pas encore m'amuser, et si le sentiment que vous m'inspirez doit absorber tout autre intérêt et toute autre idée.--Vous voulez donc cesser de m'aimer? reprit Oswald.--Non, répondit Corinne; mais ce n'est que dans la vie domestique qu'il peut être doux de se sentir ainsi dominée par une seule affection. Moi qui ai besoin de mes talents, de mon esprit, de mon imagination, pour soutenir l'éclat de la vie que j'ai adoptée, cela me fait mal, et beaucoup de mal, d'aimer comme je vous aime.--Vous ne me sacrifieriez donc pas, lui dit Oswald, ces hommages, cette gloire?...--Que vous importe, dit Corinne, de savoir si je vous les sacrifierais! Il ne faut pas, puisque nous ne sommes point destinés l'un à l'autre, flétrir à jamais pour moi le genre de bonheur dont je dois me contenter.» Lord Nelvil ne répondit point, parce qu'il fallait, en exprimant son sentiment, dire aussi quel dessein ce sentiment lui inspirait; et son coeur l'ignorait encore. Il se tut donc en soupirant, et suivit Corinne au bal, quoiqu'il lui en coûtât beaucoup d'y aller.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	In « d’aimer comme je vous aime », « je » is the experiencer and direct-object « vous » is the loved second-person target.
