occurrence_id	work	language	match	short_context	ai_decision	confidence	reason_code	review_note
goethe-die-leiden-des-jungen-werther-3102a2b8cd35d5cf	goethe-die-leiden-des-jungen-werther	de	ich sie liebe	Ich kehrte das Gesicht weg. Sie sollte es nicht tun, sollte nicht meine Einbildungskraft mit diesen Bildern himmlischer Unschuld und Seligkeit reizen und mein Herz aus dem Schlafe, in den es manchmal die Gleichgültigkeit des Lebens wiegt, nicht wecken!—Und warum nicht?—Sie traut mir so! Sie weiß, wie ich sie liebe!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
goethe-die-leiden-des-jungen-werther-837214b5f37ae40f	goethe-die-leiden-des-jungen-werther	de	ich dich liebe	Und was ist das, daß Albert dein Mann ist? Mann! Das wäre denn für diese Welt—und für diese Welt Sünde, daß ich dich liebe, daß ich dich aus seinen Armen in die meinigen reißen möchte? Sünde? Gut, und ich strafe mich dafür; ich habe sie in ihrer ganzen Himmelswonne geschmeckt, diese Sünde, habe Lebensbalsam und Kraft in mein Herz gesaugt. Du bist von diesem Augenblicke mein! Mein, o Lotte! Ich gehe voran! Gehe zu meinem Vater, zu deinem Vater. Dem will ich's klagen, und er wird mich trösten, bis du kommst, und ich fliege dir entgegen und fasse dich und bleibe bei dir vor dem Angesichte des Unendlichen in ewigen Umarmungen.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-pan-086653f12d61d0af	hamsun-pan	no	jeg elsker dig	Jeg elsker tre ting, sier jeg så. Jeg elsker en kjærlighetsdrøm jeg hadde engang. jeg elsker dig og jeg elsker denne plet jord. Og hvad elsker du mest?	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-pan-969c4838d67ad8cc	hamsun-pan	no	Jeg elsker dig	Det var ikke noget, svarte hun. Det lydde så underlig at Gud vilde lønne mig for det. Du sier slikt noget som .... Jeg elsker dig så!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-pan-b34dec415367cbce	hamsun-pan	no	jeg elsker dig	Fordi jeg elsker dig.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-pan-bfe47ff764e63ad6	hamsun-pan	no	jeg elsker dig	Du gode, gode sjæl! utbryter jeg og trykker hende hæftig ind til mig. Jeg er sikker på at jeg forgår av kjærlighet til dig, jeg elsker dig mere og mere, tilslut blir du med mig når jeg reiser. Du skal bare se. Kunde du følge med mig	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-victoria-0173c8f01a9658bb	hamsun-victoria	no	Jeg elsker Dem	høre Deres .... Jeg elsker Dem og sier det nu. Det vil da av- hænge av Deres svar om jeg .... De råder så aldeles over mig. Hvad svarer De?	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-victoria-0a2a05fd8b651a82	hamsun-victoria	no	jeg elsker dig	Jeg, jeg elsker dig mere, mere end mit liv, du kjære, elsker dig som den første dag, den første stund da du gav mig rosen. Husker du det? Du rakte mig rosen og så på mig med dine skjønne øine; rosen duftet som du, du rødmet som den og jeg blev beruset i alle mine sanser. Men endnu mere elsker jeg dig nu, du er skjønnere end i din ungdom og mit hjærte takker og velsigner dig for hver dag du har været min.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-victoria-24d7cc380ce6efb3	hamsun-victoria	no	jeg har elsket Dem	11 — Hamsun: III har lidt i lang tid, Johannes, længe før disse siste dager. Da De var i utlandet led jeg, og siden, efter at jeg kom hit til byen i vår har jeg bare lidt hver dag. Jeg har aldrig før visst hvor uendelig lang natten kunde være. Jeg har set Dem to ganger på gaten i denne tid; den ene gang nynnet De da De gik forbi mig, men De så mig ikke. Jeg hadde et håp om å få se Dem hos Seiers; men De kom ikke. Jeg skulde ikke ha talt til Dem eller gåt like foran Dem, men været taknemmelig for å få se Dem langt borte fra. Men De kom ikke. Jeg tænkte da at det kan- ske var for min skyld De ikke kom. Klokken elleve begyndte jeg å danse fordi jeg ikke holdt ut å vente længer. Ja, Johannes, jeg har elsket Dem, elsket bare Dem i hele mit liv. Det er Victoria som skriver dette og Gud læser det over min skulder. Og nu må jeg si Dem farvel, det er nu blit næsten mørkt og jeg ser ikke længer. Farvel, Johannes, tak for hver dag. Når jeg tlyver ut fra jorden skal jeg takke Dem endnu til det siste og nævne Deres navn hele veien for mig selv. Lev da vel for hele Deres liv og tilgiv mig det jeg har gjort Dem imot og at jeg ikke kunde få kaste mig ned for Dem og be Dem om forlatelse derfor. Jeg gjør det nu i mit hjærte. Lev da vel, Johannes, og farvel for altid. Og tak endnu en gang for hver eneste dag og stund. Jeg kan ikke mere. Deres VICTORIA.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-victoria-271e3c3591d4c518	hamsun-victoria	no	Jeg elsker Dem	en majestæt. Herren reiser sig brat, hans mørke sjæl blir som beskinnet av en lystre-ild i samme nu. De er så god mot alle, sier han bitter, De kommer også til mig. Hun svarer ikke, hun står bare og ser på ham og hendes ansigt blir dunkelt rødt. Hvad vil De? spør han like så bittert som før: er De kommet for å minde mig om det forbigangne? for så er det siste gang, nådige frue, nu reiser jeg for altid. Og fremdeles svarer ikke den unge slotsfrue, men hendes mund bæver. Han sier: Er det Dem ikke nok at jeg har erkjendt min dårskap én gang, så hør, jeg gjør det igjen: min hu stod til Dem, jeg var Dem ikke værdig, — er De nu tilfreds? Han fortsætter med sti- gende hæftighet: De svarte mig nei, De tok en anden; jeg var en bonde, en bjørn, en barbar som i min ungdom var tumlet ind på en kongelig vildtbane! Men da kaster herren sig på en stol og hulker og ber: Å, gål tilgiv mig, gå Deres veil Nu er al rødme veket fra slotsfruens ansigt. Så sier hun og hun uttaler ordene så langsomt og vel: Jeg elsker Dem; misforstå mig ikke mere, det er Dem jeg elsker; farvel! Og det var sig den unge slots- frue, hun la hænderne for ansigtet og gik hurtig ut av døren ....	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-victoria-4c70d55cea1a3ff5	hamsun-victoria	no	jeg elsker Dem	De gik hver sin vei. Han stanset og vendte sig. Der gik hun nu. Han strakte hænderne ut og hvisket, sa ømme ord for sig selv: Jeg bærer ikke nag til Dem, nei nei det gjør jeg ikke; jeg elsker Dem endnu, elsker Dem ....	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-victoria-b76e10924f8e6c97	hamsun-victoria	no	Jeg elsker Dem	Jeg elsker Dem, sa hun. Forstår De det? Det er Dem jeg elsker.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-victoria-cab92d7b1fcc787f	hamsun-victoria	no	Jeg elsker Dem	Lat os ikke snakke mere om det. Jeg har sagt nok, jeg har sagt meget formeget og jeg gjør dem ondt nu. Jeg elsker Dem, Jeg løi ikke iforgårs og lyver ikke nu; men det er så meget som skiller os. Jeg holder meget av Dem, taler gjærne med Dem, heller med Dem end nogen anden, men.... Ja jeg tør ikke stå her længer, de kan se os fra vinduerne. Johannes, det er så mange grunde som De ikke kjender, så De skal ikke be mig mere om å si hvad jeg mener. Jeg har tænkt på det nat og dag; jeg mener hvad jeg har sagt. Men det blir umulig.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-victoria-da1cb4724c5d55ad	hamsun-victoria	no	jeg har elsket Dem	Du gode Gud, De skulde vite hvor jeg har elsket Dem, Johannes. Jeg har ikke fåt vise Dem det, det har lagt sig så meget iveien for mig, og først og fremst min egen natur. Papa var også således ond mot sig selv og jeg er hans datter. Men nu når jeg skal dø og altsammen er forsent da skriver jeg til Dem endnu en gang og sier Dem det. Jeg spør mig selv hvorfor jeg gjør det da det dog er likegyldig for Dem, især når jeg ikke engang skal være ilive mere; men jeg vilde gjærne være nær hos Dem til det siste så jeg ikke følte mig mere forlatt end før ialfald. Når De læser dette da er det likesom jeg ser Deres aksler og hænder og ser alle Deres bevægelser med brevet når De holder det foran Dem og læser det. Så er vi ikke så langt fra hverandre, tænker jeg. Jeg kan ikke sende bud efter Dem, dertil har jeg ingen ret. Mama vilde sende bud efter Dem allerede for to dager siden, men jeg vilde heller skrive. Jeg vilde også helst at De skulde huske mig således som jeg engang var da jeg endnu ikke hadde været syk. Jeg husker at De .... (Her er nogen or	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-victoria-e0898c4680620d24	hamsun-victoria	no	jeg har elsket Dem	Jeg har ligget her på sengen og tænkt over de siste ord jeg sa til Dem. Det var i skogen den kvæld. Dengang tænkte jeg ikke at det skulde være mine siste ord, for så vilde jeg ha sagt farvel til Dem med det samme og takket Dem. Nu får jeg ikke se Dem mere, så jeg angrer nu på at jeg ikke fik kastet mig ned for Dem og kysset Deres sko og jorden som De gik på, og fik vist Dem hvor usigelig jeg har elsket Dem. Jeg har ligget her og ønsket både igår og idag at jeg ikke var sykere end at jeg kunde komme mig hjem igjen og gå i skogen og finde den plass vi sat på da De holdt begge mine hænder; for så kunde jeg lægge mig ned der og se om jeg ikke fandt sporet efter Dem og kysse al lyngen deromkring. Men jeg kan ikke komme hjem nu hvis jeg ikke muligens blir litt bedre som mama tror.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-victoria-e42895e0dcfa4213	hamsun-victoria	no	Jeg elsker Dem	e grepet sit glas og drukket. Skål, se på mig hvor pent jeg drikker .... Se forøvrig på en kvinde fra siden når hun drikker. Lat hende drikke av en kop, av et glas, av hvadsomhelst, men se på hende fra siden. Hun skaper sig så det er en gru. Hun spidser munden og dypper den ytterste rand av den ned i drikken og hun er fortvilet hvis man herunder lægger mærke til hendes hånd. Se i det hele tat ikke en kvinde på hånden. Hun utstår det ikke, hun kapitulerer. Hun begynder straks å rykke sin hånd til sig, å lægge den i en skjønnere og skjønnere stilling, altsammen for å skjule en rynke, en krokethet i fingrene eller en mindre velformet negl. Tilsist holder hun det ikke længer ut, men spør ute av sig selv: hvad ser De på? .... Hun hadde engang kysset ham, engang, en sommer. Det var så længe siden, Gud vet om det endog var sandt. Hvordan var det, sat de ikke på en bænk? De talte længe sammen og da de gik kom han hende så aldeles nær at han berørte hendes arm. Utenfor en entré kysset hun ham. Jeg elsker Dem! sa hun. .... Nu gik de forbi, de sat kanske endnu i lysthuset. Løitnanten vilde gi ham et slag på øret, sa han. Han hørte det så godt, han sov ikke, men han reiste sig heller ikke og trådte frem. En officers hånd, sa han. Javel, det var ham likegyldig ....	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
hamsun-victoria-ffb9a1c22e757509	hamsun-victoria	no	jeg elsker dig	O, du min brudgom, min elskede! stammer den gamle kvinde og kysser hans hænder. Du er skjønnere end nogen mand på jorden, din røst gjør mig endnu den dag idag het i hjærtet og jeg elsker dig til døden.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
ibsen-et-dukkehjem-20de44acb7b157a5	ibsen-et-dukkehjem	no	Jeg har elsket deg	NORA. Det er sant. Jeg har elsket deg over alt i verdens rike.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
ibsen-et-dukkehjem-647d312342096a2a	ibsen-et-dukkehjem	no	Jeg elsker deg ikke mer	NORA. Å, det gjør meg så ondt, Torvald; for du har alltid vært så snill imot meg. Men jeg kan ikke gjøre ved det. Jeg elsker deg ikke mer.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
ibsen-et-dukkehjem-8b2d99da6fdd6421	ibsen-et-dukkehjem	no	jeg har elsket Dem fullt så inderlig	RANK (reiser seg). At jeg har elsket Dem fullt så inderlig som noen annen? Var det stygt?	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lafayette-la-princesse-de-cleves-06b98931d95748b0	lafayette-la-princesse-de-cleves	fr	je ne vous aimais plus	ut impossible à exécuter! Je fus prête cent fois à éclater par mes reproches et par mes pleurs; l'état où j'étais encore par ma santé me servit à vous déguiser mon trouble et mon affliction. Je fus soutenue ensuite par le plaisir de dissimuler avec vous, comme vous dissimuliez avec moi; néanmoins, je me faisais une si grande violence pour vous dire et pour vous écrire que je vous aimais, que vous vîtes plus tôt que je n'avais eu dessein de vous laisser voir, que mes sentiments étaient changés. Vous en fûtes blessé; vous vous en plaignîtes. Je tâchais de vous rassurer; mais c'était d'une manière si forcée, que vous en étiez encore mieux persuadé que je ne vous aimais plus. Enfin, je fis tout ce que j'avais eu intention de faire. La bizarrerie de votre coeur vous fit revenir vers moi, à mesure que vous voyiez que je m'éloignais de vous. J'ai joui de tout le plaisir que peut donner la vengeance; il m'a paru que vous m'aimiez mieux que vous n'aviez jamais fait, et je vous ai fait voir que je ne vous aimais plus. J'ai eu lieu de croire que vous aviez entièrement abandonné celle pour qui vous m'aviez quittée. J'ai eu aussi des raisons pour être persuadée que vous ne lui aviez jamais parlé de moi; mais votre retour et votre discrétion n'ont pu réparer votre légèreté. Votre coeur a été partagé entre moi et une autre, vous m'avez trompée; cela suffit pour m'ôter le plaisir d'être aimée de vous, comme je croyais mériter de l'être, et pour me laisser dans cette résolution que j'ai prise de ne vous voir jamais, et dont vous êtes si surpris.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lafayette-la-princesse-de-cleves-0a170e19f9df0fe4	lafayette-la-princesse-de-cleves	fr	je vous aime	--Je vous en fais pourtant, Madame, répliqua-t-il, et ils sont bien fondés: Pourquoi ne le pas voir s'il ne vous a rien dit? Mais, Madame, il vous a parlé; si son silence seul vous avait témoigné sa passion, elle n'aurait pas fait en vous une si grande impression. Vous n'avez pu me dire la vérité tout entière; vous m'en avez caché la plus grande partie; vous vous êtes repentie même du peu que vous m'avez avoué et vous n'avez pas eu la force de continuer. Je suis plus malheureux que je ne l'ai cru, et je suis le plus malheureux de tous les hommes. Vous êtes ma femme, je vous aime comme ma maîtresse, et je vous en vois aimer un autre. Cet autre est le plus aimable de la cour, et il vous voit tous les jours, il sait que vous l'aimez. Eh! j'ai pu croire, s'écria-t-il, que vous surmonteriez la passion que vous avez pour lui. Il faut que j'aie perdu la raison pour avoir cru qu'il fût possible.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lafayette-la-princesse-de-cleves-14097ad74d7aa639	lafayette-la-princesse-de-cleves	fr	je vous aimais	--N'en doutez pas, Madame, répliqua monsieur de Clèves, vous vous êtes trompée; vous avez attendu de moi des choses aussi impossibles que celles que j'attendais de vous. Comment pouviez-vous espérer que je conservasse de la raison? Vous aviez donc oublié que je vous aimais éperdument et que j'étais votre mari? L'un des deux peut porter aux extrémités: que ne peuvent point les deux ensemble? Eh! que ne font-ils point aussi! continua-t-il, je n'ai que des sentiments violents et incertains dont je ne suis pas le maître. Je ne me trouve plus digne de vous; vous ne me paraissez plus digne de moi. Je vous adore, je vous hais; je vous offense, je vous demande pardon; je vous admire, j'ai honte de vous admirer. Enfin il n'y a plus en moi ni de calme ni de raison. Je ne sais comment j'ai pu vivre depuis que vous me parlâtes à Coulommiers, et depuis le jour que vous apprîtes de madame la dauphine que l'on savait votre aventure. Je ne saurais démêler par où elle a été sue, ni ce qui se passa entre monsieur de Nemours et vous sur ce sujet: vous ne me l'expliquerez jamais, et je ne vous demande point de me l'expliquer. Je vous demande seulement de vous souvenir que vous m'avez rendu le plus malheureux homme du monde.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lafayette-la-princesse-de-cleves-222a5e2244752839	lafayette-la-princesse-de-cleves	fr	je ne vous aimais plus	pouvait rallumer les sentiments que vous aviez eus pour moi, c'était de vous faire voir que les miens étaient changés; mais de vous le faire voir en feignant de vous le cacher, et comme si je n'eusse pas eu la force de vous l'avouer. Je m'arrêtai à cette résolution; mais qu'elle me fut difficile à prendre, et qu'en vous revoyant elle me parut impossible à exécuter! Je fus prête cent fois à éclater par mes reproches et par mes pleurs; l'état où j'étais encore par ma santé me servit à vous déguiser mon trouble et mon affliction. Je fus soutenue ensuite par le plaisir de dissimuler avec vous, comme vous dissimuliez avec moi; néanmoins, je me faisais une si grande violence pour vous dire et pour vous écrire que je vous aimais, que vous vîtes plus tôt que je n'avais eu dessein de vous laisser voir, que mes sentiments étaient changés. Vous en fûtes blessé; vous vous en plaignîtes. Je tâchais de vous rassurer; mais c'était d'une manière si forcée, que vous en étiez encore mieux persuadé que je ne vous aimais plus. Enfin, je fis tout ce que j'avais eu intention de faire. La bizarrerie de votre coeur vous fit revenir vers moi, à mesure que vous voyiez que je m'éloignais de vous. J'ai joui de tout le plaisir que peut donner la vengeance; il m'a paru que vous m'aimiez mieux que vous n'aviez jamais fait, et je vous ai fait voir que je ne vous aimais plus. J'ai eu lieu de croire que vous aviez entièrement abandonné celle pour qui vous m'aviez quittée. J'ai eu aussi des raisons pour être persuadée que vous ne lui aviez jamais parlé de moi; mais votre retour et votre discrétion n'ont pu réparer votre légèreté. Votre coeur a été partagé entre moi et une autre, vous m'avez trompée; cela suffit pour m'ôter le plaisir d'être aimée de vous, comme je croyais mériter de l'être, et pour me laisser dans cette résolution que j'ai prise de ne vous voir jamais, et dont vous êtes si surpris.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lafayette-la-princesse-de-cleves-3a9db6890e0cb649	lafayette-la-princesse-de-cleves	fr	je vous aimais	sez en rompant avec vous, et que je ne vous donnerais qu'une légère douleur si je cessais de vous aimer lorsque vous ne m'aimiez plus. Je trouvai qu'il fallait que vous m'aimassiez pour sentir le mal de n'être point aimé, que j'éprouvais si cruellement. Je crus que si quelque chose pouvait rallumer les sentiments que vous aviez eus pour moi, c'était de vous faire voir que les miens étaient changés; mais de vous le faire voir en feignant de vous le cacher, et comme si je n'eusse pas eu la force de vous l'avouer. Je m'arrêtai à cette résolution; mais qu'elle me fut difficile à prendre, et qu'en vous revoyant elle me parut impossible à exécuter! Je fus prête cent fois à éclater par mes reproches et par mes pleurs; l'état où j'étais encore par ma santé me servit à vous déguiser mon trouble et mon affliction. Je fus soutenue ensuite par le plaisir de dissimuler avec vous, comme vous dissimuliez avec moi; néanmoins, je me faisais une si grande violence pour vous dire et pour vous écrire que je vous aimais, que vous vîtes plus tôt que je n'avais eu dessein de vous laisser voir, que mes sentiments étaient changés. Vous en fûtes blessé; vous vous en plaignîtes. Je tâchais de vous rassurer; mais c'était d'une manière si forcée, que vous en étiez encore mieux persuadé que je ne vous aimais plus. Enfin, je fis tout ce que j'avais eu intention de faire. La bizarrerie de votre coeur vous fit revenir vers moi, à mesure que vous voyiez que je m'éloignais de vous. J'ai joui de tout le plaisir que peut donner la vengeance; il m'a paru que vous m'aimiez mieux que vous n'aviez jamais fait, et je vous ai fait voir que je ne vous aimais plus. J'ai eu lieu de croire que vous aviez entièrement abandonné celle pour qui vous m'aviez quittée. J'ai eu aussi des raisons pour être persuadée que vous ne lui aviez jamais parlé de moi; mais votre retour et votre discrétion n'ont pu réparer votre légèreté. Votre coeur a été partagé entre moi et une autre, vous m'avez trompée; cela suffit pour m'ôter le plaisir d'	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lafayette-la-princesse-de-cleves-3c9493eb772d1ada	lafayette-la-princesse-de-cleves	fr	je vous aimais	re, j'appris que vous me trompiez, que vous en aimiez une autre, et que, selon toutes les apparences, vous me sacrifiez à cette nouvelle maîtresse. Je le sus le jour de la course de bague; c'est ce qui fit que je n'y allais point. Je feignis d'être malade pour cacher le désordre de mon esprit; mais je le devins en effet, et mon corps ne put supporter une si violente agitation. Quand je commençai à me porter mieux, je feignis encore d'être fort mal, afin d'avoir un prétexte de ne vous point voir et de ne vous point écrire. Je voulus avoir du temps pour résoudre de quelle sorte j'en devais user avec vous; je pris et je quittai vingt fois les mêmes résolutions; mais enfin je vous trouvai indigne de voir ma douleur, et je résolus de ne vous la point faire paraître. Je voulus blesser votre orgueil, en vous faisant voir que ma passion s'affaiblissait d'elle-même. Je crus diminuer par là le prix du sacrifice que vous en faisiez; je ne voulus pas que vous eussiez le plaisir de montrer combien je vous aimais pour en paraître plus aimable. Je résolus de vous écrire des lettres tièdes et languissantes, pour jeter dans l'esprit de celle à qui vous les donniez, que l'on cessait de vous aimer. Je ne voulus pas qu'elle eut le plaisir d'apprendre que je savais qu'elle triomphait de moi, ni augmenter son triomphe par mon désespoir et par mes reproches. Je pensais que je ne vous punirais pas assez en rompant avec vous, et que je ne vous donnerais qu'une légère douleur si je cessais de vous aimer lorsque vous ne m'aimiez plus. Je trouvai qu'il fallait que vous m'aimassiez pour sentir le mal de n'être point aimé, que j'éprouvais si cruellement. Je crus que si quelque chose pouvait rallumer les sentiments que vous aviez eus pour moi, c'était de vous faire voir que les miens étaient changés; mais de vous le faire voir en feignant de vous le cacher, et comme si je n'eusse pas eu la force de vous l'avouer. Je m'arrêtai à cette résolution; mais qu'elle me fut difficile à prendre, et qu'en vous revoyant e	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lafayette-la-princesse-de-cleves-632f5e9599301292	lafayette-la-princesse-de-cleves	fr	je vous aimais	mort agréable, et qu'après m'avoir ôté l'estime et la tendresse que j'avais pour vous, la vie me ferait horreur. Que ferais-je de la vie, reprit-il, pour la passer avec une personne que j'ai tant aimée, et dont j'ai été si cruellement trompé, ou pour vivre séparé de cette même personne, et en venir à un éclat et à des violences si opposées à mon humeur et à la passion que j'avais pour vous? Elle a été au-delà de ce que vous en avez vu, Madame; je vous en ai caché la plus grande partie, par la crainte de vous importuner, ou de perdre quelque chose de votre estime, par des manières qui ne convenaient pas à un mari. Enfin je méritais votre coeur; encore une fois, je meurs sans regret, puisque je n'ai pu l'avoir, et que je ne puis plus le désirer. Adieu, Madame, vous regretterez quelque jour un homme qui vous aimait d'une passion véritable et légitime. Vous sentirez le chagrin que trouvent les personnes raisonnables dans ces engagements, et vous connaîtrez la différence d'être aimée comme je vous aimais, à l'être par des gens qui, en vous témoignant de l'amour, ne cherchent que l'honneur de vous séduire. Mais ma mort vous laissera en liberté, ajouta-t-il, et vous pourrez rendre monsieur de Nemours heureux, sans qu'il vous en coûte des crimes. Qu'importe, reprit-il, ce qui arrivera quand je ne serai plus, et faut-il que j'aie la faiblesse d'y jeter les yeux!	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lafayette-la-princesse-de-cleves-b35aad7b078b0f4b	lafayette-la-princesse-de-cleves	fr	Je vous aimais	--Vous versez bien des pleurs, Madame, lui dit-il, pour une mort que vous causez, et qui ne vous peut donner la douleur que vous faites paraître. Je ne suis plus en état de vous faire des reproches, continua-t-il avec une voix affaiblie par la maladie et par la douleur; mais je meurs du cruel déplaisir que vous m'avez donné. Fallait-il qu'une action aussi extraordinaire que celle que vous aviez faite de me parler à Coulommiers eût si peu de suite? Pourquoi m'éclairer sur la passion que vous aviez pour monsieur de Nemours, si votre vertu n'avait pas plus d'étendue pour y résister? Je vous aimais jusqu'à être bien aise d'être trompé, je l'avoue à ma honte; j'ai regretté ce faux repos dont vous m'avez tiré. Que ne me laissiez-vous dans cet aveuglement tranquille dont jouissent tant de maris? J'eusse, peut-être, ignoré toute ma vie que vous aimiez monsieur de Nemours. Je mourrai, ajouta-t-il; mais sachez que vous me rendez la mort agréable, et qu'après m'avoir ôté l'estime et la tendresse que j'avais pour vous, la vie me ferait horreur. Que ferais-je de la vie, reprit-il, pour la passer avec une personne que j'ai tant aimée, et dont j'ai été si cruellement trompé, ou pour vivre séparé de cette même personne, et en venir à un éclat et à des violences si opposées à mon humeur et à la passion que j'avais pour vous? Elle a été au-delà de ce que vous en avez vu, Madame; je vous en ai caché la plus grande partie, par la crainte de vous importuner, ou de perdre quelque chose de votre estime, par des manières qui ne convenaient pas à un mari. Enfin je méritais votre coeur; encore une fo	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lawrence-women-in-love-0c0568f3fc0a1de6	lawrence-women-in-love	en	I love you	All this she could not know. She wanted to be made much of, to be adored. There were infinite distances of silence between them. How could he tell her of the immanence of her beauty, that was not form, or weight, or colour, but something like a strange, golden light! How could he know himself what her beauty lay in, for him. He said “Your nose is beautiful, your chin is adorable.” But it sounded like lies, and she was disappointed, hurt. Even when he said, whispering with truth, “I love you, I love you,” it was not the real truth. It was something beyond love, such a gladness of having surpassed oneself, of having transcended the old existence. How could he say ‘I’ when he was something new and unknown, not himself at all? This I, this old formula of the age, was a dead letter.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lawrence-women-in-love-1648167d2eb1806e	lawrence-women-in-love	en	I will love you	“I will love you always,” he repeated, in real agony, forcing the words out.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lawrence-women-in-love-17233f4feec77b36	lawrence-women-in-love	en	I’ve loved you	“I’ve loved you, as well as Gudrun, don’t forget,” said Birkin bitterly. Gerald looked at him strangely, abstractedly.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lawrence-women-in-love-609164352f0f3b3a	lawrence-women-in-love	en	I love you	All this she could not know. She wanted to be made much of, to be adored. There were infinite distances of silence between them. How could he tell her of the immanence of her beauty, that was not form, or weight, or colour, but something like a strange, golden light! How could he know himself what her beauty lay in, for him. He said “Your nose is beautiful, your chin is adorable.” But it sounded like lies, and she was disappointed, hurt. Even when he said, whispering with truth, “I love you, I love you,” it was not the real truth. It was something beyond love, such a gladness of having surpassed oneself, of having transcended the old existence. How could he say ‘I’ when he was something new and unknown, not himself at all? This I, this old formula of the age, was a dead letter.	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
lawrence-women-in-love-733d648fe4ee1a3d	lawrence-women-in-love	en	I love you	“Yes, I do. I love you, and I know it’s final. It is final, so why say any more about it.”	KEEP	0.99	VALID_EXPLICIT_LOVE_I_YOU	The local syntax explicitly realizes LOVE with a first-person singular experiencer and second-person target.
